Alpha-ID;Label;ICD-10-Code;Tumordiagnose
I25399;Bösartige Neubildung des abdominalen Ösophagus;C15.2;1
I134835;Gastrointestinaler Stromatumor des abdominalen Ösophagus;C15.2;1
I134843;GIST [Gastrointestinaler Stromatumor] des abdominalen Ösophagus;C15.2;1
I134523;Neuroendokrine Neoplasie des abdominalen Ösophagus;C15.2;1
I29934;Bösartige Neubildung des oberen Drittels des Ösophagus;C15.3;1
I105557;Bösartige Neubildung des proximalen Drittels des Ösophagus;C15.3;1
I134836;Gastrointestinaler Stromatumor des oberen Drittels des Ösophagus;C15.3;1
I134844;GIST [Gastrointestinaler Stromatumor] des oberen Drittels des Ösophagus;C15.3;1
I134533;Karzinom des oberen Drittels des Ösophagus;C15.3;1
I134545;Karzinom vom Speicheldrüsentyp des oberen Drittels des Ösophagus;C15.3;1
I134524;Neuroendokrine Neoplasie des oberen Drittels des Ösophagus;C15.3;1
I133621;Plattenepithelkarzinom des oberen Drittels des Ösophagus;C15.3;1
I134546;Undifferenziertes Karzinom des oberen Drittels des Ösophagus;C15.3;1
I29935;Bösartige Neubildung des mittleren Drittels des Ösophagus;C15.4;1
I134837;Gastrointestinaler Stromatumor des mittleren Drittels des Ösophagus;C15.4;1
I134845;GIST [Gastrointestinaler Stromatumor] des mittleren Drittels des Ösophagus;C15.4;1
I134535;Karzinom des mittleren Drittels des Ösophagus;C15.4;1
I134547;Karzinom vom Speicheldrüsentyp des mittleren Drittels des Ösophagus;C15.4;1
I134525;Neuroendokrine Neoplasie des mittleren Drittels des Ösophagus;C15.4;1
I133622;Plattenepithelkarzinom des mittleren Drittels des Ösophagus;C15.4;1
I134548;Undifferenziertes Karzinom des mittleren Drittels des Ösophagus;C15.4;1
I133620;Adenokarzinom des unteren Drittels des Ösophagus;C15.5;1
I105558;Bösartige Neubildung des distalen Drittels des Ösophagus;C15.5;1
I29936;Bösartige Neubildung des unteren Drittels des Ösophagus;C15.5;1
I110650;Distales Ösophaguskarzinom;C15.5;1
I134840;Gastrointestinaler Stromatumor des unteren Drittels des Ösophagus;C15.5;1
I134846;GIST [Gastrointestinaler Stromatumor] des unteren Drittels des Ösophagus;C15.5;1
I134527;Karzinom des unteren Drittels des Ösophagus;C15.5;1
I134528;Karzinom vom Speicheldrüsentyp des unteren Drittels des Ösophagus;C15.5;1
I134526;Neuroendokrine Neoplasie des unteren Drittels des Ösophagus;C15.5;1
I134530;Undifferenziertes Karzinom des unteren Drittels des Ösophagus;C15.5;1
I134847;Gastrointestinaler Stromatumor des Ösophagus, mehrere Teilbereiche überlappend;C15.8;1
I134848;GIST [Gastrointestinaler Stromatumor] des Ösophagus, mehrere Teilbereiche überlappend;C15.8;1
I134242;Neuroendokrine Neoplasie des Ösophagus, mehrere Teilbereiche überlappend;C15.8;1
I134244;Ösophaguskarzinom vom Speicheldrüsentyp, mehrere Teilbereiche überlappend;C15.8;1
I134243;Ösophaguskarzinom, mehrere Teilbereiche überlappend;C15.8;1
I134245;Undifferenziertes Ösophaguskarzinom, mehrere Teilbereiche überlappend;C15.8;1
I127455;Adenokarzinom des Ösophagus;C15.9;1
I86636;Barrett-Karzinom;C15.9;1
I25396;Bösartige Neubildung der Speiseröhre;C15.9;1
I25395;Bösartige Neubildung des Ösophagus;C15.9;1
I134849;Gastrointestinaler Stromatumor des Ösophagus;C15.9;1
I134850;GIST [Gastrointestinaler Stromatumor] des Ösophagus;C15.9;1
I134531;Neuroendokrine Neoplasie des Ösophagus;C15.9;1
I129725;Neuroendokriner Tumor des Ösophagus;C15.9;1
I19678;Ösophagusbasaliom;C15.9;1
I19684;Ösophaguskarzinom;C15.9;1
I127369;Ösophaguskarzinom vom Speicheldrüsentyp;C15.9;1
I19682;Ösophaguskrebs;C15.9;1
I113992;Plattenepithelkarzinom des Ösophagus;C15.9;1
I19683;Speiseröhrenkarzinom;C15.9;1
I19681;Speiseröhrenkrebs;C15.9;1
I127370;Undifferenziertes Ösophaguskarzinom;C15.9;1
I109991;Adenokarzinom der Kardia;C16.0;1
I24912;Bösartige Neubildung der Kardia;C16.0;1
I103100;Bösartige Neubildung des gastroösophagealen Überganges;C16.0;1
I104486;Bösartige Neubildung des kardioösophagealen Überganges;C16.0;1
I106113;Bösartige Neubildung des Mageneingangs;C16.0;1
I84965;Bösartige Neubildung des ösophagogastrischen Überganges;C16.0;1
I108149;Bösartige Neubildung des Ösophagus-Magen-Überganges;C16.0;1
I84964;Bösartige Neubildung des Ostium cardiacum des Ösophagus;C16.0;1
I84963;Bösartige Neubildung des Speiseröhren-Magen-Überganges;C16.0;1
I110539;Bösartiger Kardiatumor;C16.0;1
I134107;Epstein-Barr-Virus-assoziiertes Karzinom der Kardia;C16.0;1
I134549;Familiärer maligner neuroendokriner Tumor der Kardia Typ 1;C16.0;1
I134851;Gastrointestinaler Stromatumor der Kardia;C16.0;1
I134852;GIST [Gastrointestinaler Stromatumor] der Kardia;C16.0;1
I134108;Hereditäres diffuses Karzinom der Kardia;C16.0;1
I111148;Kardiakarzinom des Magens;C16.0;1
I16785;Karzinom der Kardia;C16.0;1
I135124;Karzinom der Kardia bei Lynch-Syndrom;C16.0;1
I16784;Karzinom des Magenmundes;C16.0;1
I16782;Krebs der Kardia;C16.0;1
I134550;Linitis plastica der Kardia;C16.0;1
I16783;Mageneingangskarzinom;C16.0;1
I24911;Magenkarzinom der Kardiaregion;C16.0;1
I134551;Maligner neuroendokriner Tumor der Kardia;C16.0;1
I132502;Plattenepithelkarzinom der Kardia;C16.0;1
I132503;Plattenepithelkarzinom des gastroösophagealen Überganges;C16.0;1
I132504;Plattenepithelkarzinom des Speiseröhren-Magen-Überganges;C16.0;1
I134109;Undifferenziertes Karzinom der Kardia;C16.0;1
I29937;Bösartige Neubildung des Fundus ventriculi;C16.1;1
I103099;Bösartige Neubildung des Magenfundus;C16.1;1
I134552;Familiärer maligner neuroendokriner Tumor des Magenfundus Typ 1;C16.1;1
I134853;Gastrointestinaler Stromatumor des Fundus ventriculi;C16.1;1
I134854;GIST [Gastrointestinaler Stromatumor] des Fundus ventriculi;C16.1;1
I134113;Hereditäres diffuses Karzinom des Magenfundus;C16.1;1
I29940;Karzinom der Magenkuppel;C16.1;1
I29939;Karzinom des Fundus ventriculi;C16.1;1
I135125;Karzinom des Fundus ventriculi bei Lynch-Syndrom;C16.1;1
I29938;Krebs des Fundus ventriculi;C16.1;1
I134553;Linitis plastica des Magenfundus;C16.1;1
I134554;Maligner neuroendokriner Tumor des Magenfundus;C16.1;1
I132505;Plattenepithelkarzinom des Fundus ventriculi;C16.1;1
I132506;Plattenepithelkarzinom des Magenfundus;C16.1;1
I134114;Undifferenziertes Karzinom des Magenfundus;C16.1;1
I29941;Bösartige Neubildung des Corpus ventriculi;C16.2;1
I106114;Bösartige Neubildung des Magenkorpus;C16.2;1
I134115;Epstein-Barr-Virus-assoziiertes Karzinom des Magenkorpus;C16.2;1
I134555;Familiärer maligner neuroendokriner Tumor des Magenkorpus Typ 1;C16.2;1
I134855;Gastrointestinaler Stromatumor des Corpus ventriculi;C16.2;1
I134856;GIST [Gastrointestinaler Stromatumor] des Corpus ventriculi;C16.2;1
I134116;Hereditäres diffuses Karzinom des Magenkorpus;C16.2;1
I29943;Karzinom des Corpus ventriculi;C16.2;1
I135126;Karzinom des Corpus ventriculi bei Lynch-Syndrom;C16.2;1
I110810;Korpuskarzinom des Magens;C16.2;1
I29942;Krebs des Corpus ventriculi;C16.2;1
I135147;Linitis plastica des Magenkorpus;C16.2;1
I134556;Maligner neuroendokriner Tumor des Magenkorpus;C16.2;1
I132507;Plattenepithelkarzinom des Corpus ventriculi;C16.2;1
I134117;Undifferenziertes Karzinom des Magenkorpus;C16.2;1
I29944;Bösartige Neubildung des Antrum pyloricum;C16.3;1
I106115;Bösartige Neubildung des Magenantrums;C16.3;1
I84735;Bösartige Neubildung des Magenvorhofs;C16.3;1
I134557;Familiärer maligner neuroendokriner Tumor des Magenantrums Typ 1;C16.3;1
I134857;Gastrointestinaler Stromatumor des Antrum pyloricum;C16.3;1
I134858;GIST [Gastrointestinaler Stromatumor] des Antrum pyloricum;C16.3;1
I134118;Hereditäres diffuses Karzinom des Magenantrums;C16.3;1
I29946;Karzinom des Antrum pyloricum;C16.3;1
I135127;Karzinom des Antrum pyloricum bei Lynch-Syndrom;C16.3;1
I111149;Karzinom des Magenantrums;C16.3;1
I29945;Krebs des Antrum pyloricum;C16.3;1
I134558;Linitis plastica des Magenantrums;C16.3;1
I134559;Maligner neuroendokriner Tumor des Magenantrums;C16.3;1
I132508;Plattenepithelkarzinom des Antrum pyloricum;C16.3;1
I132509;Plattenepithelkarzinom des Magenvorhofs;C16.3;1
I111559;Siegelringzellenkarzinom des Magenantrums;C16.3;1
I134119;Undifferenziertes Karzinom des Magenantrums;C16.3;1
I84736;Bösartige Neubildung des Canalis pyloricus;C16.4;1
I84692;Bösartige Neubildung des Präpylorus;C16.4;1
I25400;Bösartige Neubildung des Pylorus;C16.4;1
I134560;Familiärer maligner neuroendokriner Tumor des Pylorus Typ 1;C16.4;1
I134859;Gastrointestinaler Stromatumor des Pylorus;C16.4;1
I134860;GIST [Gastrointestinaler Stromatumor] des Pylorus;C16.4;1
I134120;Hereditäres diffuses Karzinom des Pylorus;C16.4;1
I135128;Karzinom des Pylorus bei Lynch-Syndrom;C16.4;1
I134561;Linitis plastica des Pylorus;C16.4;1
I25403;Magenausgangskarzinom;C16.4;1
I134562;Maligner neuroendokriner Tumor des Pylorus;C16.4;1
I132512;Plattenepithelkarzinom des Canalis pyloricus;C16.4;1
I132511;Plattenepithelkarzinom des Präpylorus;C16.4;1
I132510;Plattenepithelkarzinom des Pylorus;C16.4;1
I25402;Pyloruskarzinom;C16.4;1
I25401;Pyloruskrebs;C16.4;1
I134121;Undifferenziertes Karzinom des Pylorus;C16.4;1
I29947;Bösartige Neubildung der kleinen Magenkurvatur;C16.5;1
I134563;Familiärer maligner neuroendokriner Tumor der kleinen Magenkurvatur Typ 1;C16.5;1
I134861;Gastrointestinaler Stromatumor der kleinen Magenkurvatur;C16.5;1
I134862;GIST [Gastrointestinaler Stromatumor] der kleinen Magenkurvatur;C16.5;1
I134122;Hereditäres diffuses Karzinom der kleinen Magenkurvatur;C16.5;1
I29949;Karzinom der kleinen Magenkurvatur;C16.5;1
I135129;Karzinom der kleinen Magenkurvatur bei Lynch-Syndrom;C16.5;1
I29948;Krebs der kleinen Magenkurvatur;C16.5;1
I134564;Linitis plastica der kleinen Magenkurvatur;C16.5;1
I134565;Maligner neuroendokriner Tumor der kleinen Magenkurvatur;C16.5;1
I132513;Plattenepithelkarzinom der kleinen Magenkurvatur;C16.5;1
I134123;Undifferenziertes Karzinom der kleinen Magenkurvatur;C16.5;1
I29950;Bösartige Neubildung der großen Magenkurvatur;C16.6;1
I134566;Familiärer maligner neuroendokriner Tumor der großen Magenkurvatur Typ 1;C16.6;1
I134863;Gastrointestinaler Stromatumor der großen Magenkurvatur;C16.6;1
I134864;GIST [Gastrointestinaler Stromatumor] der großen Magenkurvatur;C16.6;1
I134124;Hereditäres diffuses Karzinom der großen Magenkurvatur;C16.6;1
I29951;Karzinom der großen Magenkurvatur;C16.6;1
I135130;Karzinom der großen Magenkurvatur bei Lynch-Syndrom;C16.6;1
I134567;Linitis plastica der großen Magenkurvatur;C16.6;1
I134568;Maligner neuroendokriner Tumor der großen Magenkurvatur;C16.6;1
I132514;Plattenepithelkarzinom der großen Magenkurvatur;C16.6;1
I134125;Undifferenziertes Karzinom der großen Magenkurvatur;C16.6;1
I107039;Bösartige Neubildung der hinteren Magenwand a.n.k.;C16.8;1
I107038;Bösartige Neubildung der vorderen Magenwand a.n.k.;C16.8;1
I134569;Familiärer benigner neuroendokriner Tumor des Magens Typ 1, mehrere Teilbereiche überlappend;C16.8;1
I134865;Gastrointestinaler Stromatumor des Magens, mehrere Teilbereiche überlappend;C16.8;1
I134866;GIST [Gastrointestinaler Stromatumor] des Magens, mehrere Teilbereiche überlappend;C16.8;1
I134126;Hereditäres diffuses Magenkarzinom, mehrere Teilbereiche überlappend;C16.8;1
I135131;Karzinom der hinteren Magenwand bei Lynch-Syndrom;C16.8;1
I135132;Karzinom der vorderen Magenwand bei Lynch-Syndrom;C16.8;1
I134570;Linitis plastica des Magens, mehrere Teilbereiche überlappend;C16.8;1
I134571;Maligner neuroendokriner Tumor des Magens, mehrere Teilbereiche überlappend;C16.8;1
I132515;Plattenepithelkarzinom der hinteren Magenwand;C16.8;1
I132516;Plattenepithelkarzinom der vorderen Magenwand;C16.8;1
I134127;Undifferenziertes Magenkarzinom, mehrere Teilbereiche überlappend;C16.8;1
I112789;Adenokarzinom des Magens;C16.9;1
I106116;Bösartige Neubildung der Magenwand a.n.k.;C16.9;1
I30824;Bösartige Neubildung des Magens;C16.9;1
I67680;Diffuses Adenokarzinom des Magens;C16.9;1
I74250;Diffuses Magenkarzinom;C16.9;1
I127373;Epstein-Barr-Virus-assoziiertes Magenkarzinom;C16.9;1
I124899;Familiärer diffuser Krebs des Magens;C16.9;1
I120339;Familiärer diffuser Magenkrebs;C16.9;1
I132247;Familiärer maligner neuroendokriner Tumor des Magens Typ 1;C16.9;1
I134534;GAPPS [Gastrales Adenokarzinom mit proximaler Polypose des Magens];C16.9;1
I134532;Gastrales Adenokarzinom mit proximaler Polypose des Magens;C16.9;1
I134867;Gastrointestinaler Stromatumor des Magens;C16.9;1
I17995;Gastrokarzinom;C16.9;1
I134868;GIST [Gastrointestinaler Stromatumor] des Magens;C16.9;1
I120341;Hereditäres diffuses gastrisches Adenokarzinom;C16.9;1
I120340;Hereditäres diffuses Magenkarzinom;C16.9;1
I67746;Intestinaler Typ des Adenokarzinoms;C16.9;1
I31542;Lederbeutelmagen;C16.9;1
I18001;Leiomyosarkom des Magens;C16.9;1
I64257;Linitis plastica;C16.9;1
I17997;Linitis plastica bei szirrhösem Magenkarzinom;C16.9;1
I120337;Linitis plastica des Magens;C16.9;1
I19004;Magenfrühkarzinom;C16.9;1
I17993;Magenkarzinom;C16.9;1
I135123;Magenkarzinom bei Lynch-Syndrom;C16.9;1
I17994;Magenkrebs;C16.9;1
I120338;Magenkrebs Typ Borrmann 4;C16.9;1
I17998;Magenmalignom;C16.9;1
I19027;Magenstumpfkarzinom;C16.9;1
I128842;Maligner neuroendokriner Tumor des Magens;C16.9;1
I113993;Plattenepithelkarzinom des Magens;C16.9;1
I18000;Schrumpfmagen;C16.9;1
I17999;Siegelringzellenkarzinom des Magens;C16.9;1
I127374;Undifferenziertes Magenkarzinom;C16.9;1
I132518;Adenokarzinom des Duodenums;C17.0;1
I132517;Adenokarzinom des Zwölffingerdarmes;C17.0;1
I25404;Bösartige Neubildung des Duodenums;C17.0;1
I25408;Bösartige Neubildung des Zwölffingerdarmes;C17.0;1
I25407;Duodenalkarzinom;C17.0;1
I25405;Duodenalkrebs;C17.0;1
I134869;Gastrointestinaler Stromatumor des Duodenums;C17.0;1
I134870;GIST [Gastrointestinaler Stromatumor] des Duodenums;C17.0;1
I135134;Karzinom des Duodenums bei Lynch-Syndrom;C17.0;1
I133623;Leiomyosarkom des Duodenums;C17.0;1
I134602;Maligner neuroendokriner Tumor des Duodenums;C17.0;1
I132524;Plattenepithelkarzinom des Duodenums;C17.0;1
I132523;Plattenepithelkarzinom des Zwölffingerdarmes;C17.0;1
I131274;Somatostatinom des Duodenums;C17.0;1
I25406;Zwölffingerdarmkarzinom;C17.0;1
I25409;Zwölffingerdarmkrebs;C17.0;1
I132519;Adenokarzinom des Jejunums;C17.1;1
I24721;Bösartige Neubildung des Jejunums;C17.1;1
I134871;Gastrointestinaler Stromatumor des Jejunums;C17.1;1
I134872;GIST [Gastrointestinaler Stromatumor] des Jejunums;C17.1;1
I24723;Jejunumkarzinom;C17.1;1
I24722;Jejunumkrebs;C17.1;1
I135135;Karzinom des Jejunums bei Lynch-Syndrom;C17.1;1
I133624;Leiomyosarkom des Jejunums;C17.1;1
I129518;Maligner neuroendokriner Tumor des Jejunums;C17.1;1
I132525;Plattenepithelkarzinom des Jejunums;C17.1;1
I132520;Adenokarzinom des Ileums;C17.2;1
I25410;Bösartige Neubildung des Ileums;C17.2;1
I134873;Gastrointestinaler Stromatumor des Ileums;C17.2;1
I134874;GIST [Gastrointestinaler Stromatumor] des Ileums;C17.2;1
I18423;Ileumkarzinoid;C17.2;1
I18425;Ileumkarzinom;C17.2;1
I18424;Ileumkrebs;C17.2;1
I135136;Karzinom des Ileums bei Lynch-Syndrom;C17.2;1
I133625;Leiomyosarkom des Ileums;C17.2;1
I129520;Maligner neuroendokriner Tumor des Ileums;C17.2;1
I132526;Plattenepithelkarzinom des Ileums;C17.2;1
I132521;Adenokarzinom eines Meckel-Divertikels;C17.3;1
I29952;Bösartige Neubildung eines Meckel-Divertikels;C17.3;1
I134875;Gastrointestinaler Stromatumor eines Meckel-Divertikels;C17.3;1
I134876;GIST [Gastrointestinaler Stromatumor] eines Meckel-Divertikels;C17.3;1
I29953;Karzinom eines Meckel-Divertikels;C17.3;1
I133626;Leiomyosarkom eines Meckel-Divertikels;C17.3;1
I132527;Plattenepithelkarzinom eines Meckel-Divertikels;C17.3;1
I132522;Adenokarzinom des duodenojejunalen Überganges;C17.8;1
I133917;Bösartige Neubildung des Dünndarms, mehrere Teilbereiche überlappend;C17.8;1
I107040;Bösartige Neubildung des duodenojejunalen Überganges;C17.8;1
I134877;Gastrointestinaler Stromatumor des duodenojejunalen Überganges;C17.8;1
I134878;GIST [Gastrointestinaler Stromatumor] des duodenojejunalen Überganges;C17.8;1
I135137;Karzinom des duodenojejunalen Überganges bei Lynch-Syndrom;C17.8;1
I133627;Leiomyosarkom des duodenojejunalen Überganges;C17.8;1
I132528;Plattenepithelkarzinom des duodenojejunalen Überganges;C17.8;1
I127478;Adenokarzinom des Dünndarms;C17.9;1
I25413;Bösartige Neubildung des Dünndarmes;C17.9;1
I17293;Dünndarmkarzinoid;C17.9;1
I25412;Dünndarmkarzinom;C17.9;1
I135133;Dünndarmkarzinom bei Lynch-Syndrom;C17.9;1
I25411;Dünndarmkrebs;C17.9;1
I134832;Gastrointestinaler Stromatumor des Dünndarms;C17.9;1
I134833;GIST [Gastrointestinaler Stromatumor] des Dünndarms;C17.9;1
I127371;Leiomyosarkom des Dünndarms;C17.9;1
I134603;Maligner neuroendokriner Tumor des Dünndarms;C17.9;1
I25414;Metastasierendes Karzinoid des Dünndarmes;C17.9;1
I129221;Plattenepithelkarzinom des Dünndarms;C17.9;1
I110199;Adenokarzinom des Zäkums;C18.0;1
I84937;Bösartige Neubildung der Bauhin-Klappe;C18.0;1
I84936;Bösartige Neubildung der Ileozäkalklappe;C18.0;1
I104487;Bösartige Neubildung des ileozäkalen Überganges;C18.0;1
I102585;Bösartige Neubildung des Ileozäkums;C18.0;1
I29956;Bösartige Neubildung des Zäkums;C18.0;1
I134879;Gastrointestinaler Stromatumor des Zäkums;C18.0;1
I134880;GIST [Gastrointestinaler Stromatumor] des Zäkums;C18.0;1
I132732;Hereditäres nichtpolypöses Karzinom des Zäkums;C18.0;1
I110656;Ileozökalkarzinom;C18.0;1
I17001;Karzinom des Ileozäkums;C18.0;1
I17002;Karzinom des Zäkums;C18.0;1
I17000;Krebs des Zäkums;C18.0;1
I132529;Maligner neuroendokriner Tumor des Zäkums;C18.0;1
I132541;Plattenepithelkarzinom des Zäkums;C18.0;1
I16269;Appendixkarzinom;C18.1;1
I16268;Appendixkrebs;C18.1;1
I74407;Becherzellkarzinoid;C18.1;1
I29958;Bösartige Neubildung der Appendix;C18.1;1
I29957;Bösartige Neubildung der Appendix vermiformis;C18.1;1
I74410;Bösartiges schleimbildendes Karzinoid;C18.1;1
I134881;Gastrointestinaler Stromatumor der Appendix;C18.1;1
I134882;GIST [Gastrointestinaler Stromatumor] der Appendix;C18.1;1
I16266;Karzinom des Wurmfortsatzes;C18.1;1
I16267;Krebs des Wurmfortsatzes;C18.1;1
I127676;Maligner neuroendokriner Tumor der Appendix;C18.1;1
I129218;Muzinöses Adenokarzinom der Appendix;C18.1;1
I78086;Schleimbildender karzinoider Tumor;C18.1;1
I116390;Schleimbildender karzinoider Tumor der Appendix;C18.1;1
I109992;Adenokarzinom des Colon ascendens;C18.2;1
I29959;Bösartige Neubildung des Colon ascendens;C18.2;1
I102586;Bösartige Neubildung des rechten Kolons;C18.2;1
I134883;Gastrointestinaler Stromatumor des Colon ascendens;C18.2;1
I134884;GIST [Gastrointestinaler Stromatumor] des Colon ascendens;C18.2;1
I132733;Hereditäres nichtpolypöses Karzinom des Colon ascendens;C18.2;1
I24656;Karzinom des Colon ascendens;C18.2;1
I134966;Karzinom des Colon ascendens bei Lynch-Syndrom;C18.2;1
I24657;Krebs des Colon ascendens;C18.2;1
I132530;Maligner neuroendokriner Tumor des Colon ascendens;C18.2;1
I132542;Plattenepithelkarzinom des Colon ascendens;C18.2;1
I29964;Bösartige Neubildung der Flexura coli dextra;C18.3;1
I29960;Bösartige Neubildung der Flexura coli hepatica;C18.3;1
I106727;Bösartige Neubildung der hepatischen Kolonflexur;C18.3;1
I134885;Gastrointestinaler Stromatumor der Flexura coli dextra;C18.3;1
I134886;GIST [Gastrointestinaler Stromatumor] der Flexura coli dextra;C18.3;1
I132734;Hereditäres nichtpolypöses Karzinom der Flexura coli dextra;C18.3;1
I29961;Karzinom der Flexura coli dextra;C18.3;1
I134971;Karzinom der Flexura coli dextra bei Lynch-Syndrom;C18.3;1
I29965;Karzinom der Flexura coli hepatica;C18.3;1
I111150;Karzinom der rechten Kolonflexur;C18.3;1
I29962;Krebs der Flexura coli dextra;C18.3;1
I29963;Krebs der Flexura coli hepatica;C18.3;1
I132531;Maligner neuroendokriner Tumor der Flexura coli dextra;C18.3;1
I132543;Plattenepithelkarzinom der Flexura coli dextra;C18.3;1
I24471;Adenokarzinom des Colon transversum;C18.4;1
I24470;Adenokarzinom des Querkolons;C18.4;1
I29966;Bösartige Neubildung des Colon transversum;C18.4;1
I29967;Bösartige Neubildung des Querkolons;C18.4;1
I134887;Gastrointestinaler Stromatumor des Colon transversum;C18.4;1
I134888;GIST [Gastrointestinaler Stromatumor] des Colon transversum;C18.4;1
I132735;Hereditäres nichtpolypöses Karzinom des Colon transversum;C18.4;1
I29969;Karzinom des Colon transversum;C18.4;1
I134975;Karzinom des Colon transversum bei Lynch-Syndrom;C18.4;1
