Version	Topographie	Topographie Text	Morphologiecodes	Dignität	Default	ICD10	ICD-10 Text
ICD-O-3.2 2019	C10\.4	Kiemengang	8010-8576	/2	1	D00.0	Carcinoma in situ: Lippe, Mundhöhle und Pharynx
ICD-O-3.2 2019	C10\.8	Oropharynx, mehrere Teilbereiche überlappend	8010-8576	/2	1	D00.0	Carcinoma in situ: Lippe, Mundhöhle und Pharynx
ICD-O-3.2 2019	C10\.9	Oropharynx o.n.A.	8010-8576	/2	1	D00.0	Carcinoma in situ: Lippe, Mundhöhle und Pharynx
ICD-O-3.2 2019	C11\.0	Obere Wand des Nasopharynx	8010-8576	/2	1	D00.0	Carcinoma in situ: Lippe, Mundhöhle und Pharynx
ICD-O-3.2 2019	C11\.1	Hinterwand des Nasopharynx	8010-8576	/2	1	D00.0	Carcinoma in situ: Lippe, Mundhöhle und Pharynx
ICD-O-3.2 2019	C11\.2	Seitenwand des Nasopharynx	8010-8576	/2	1	D00.0	Carcinoma in situ: Lippe, Mundhöhle und Pharynx
ICD-O-3.2 2019	C11\.3	Vorderwand des Nasopharynx	8010-8576	/2	1	D00.0	Carcinoma in situ: Lippe, Mundhöhle und Pharynx
ICD-O-3.2 2019	C11\.8	Nasopharynx, mehrere Teilbereiche überlappend	8010-8576	/2	1	D00.0	Carcinoma in situ: Lippe, Mundhöhle und Pharynx
ICD-O-3.2 2019	C11\.9	Nasopharynx o.n.A.	8010-8576	/2	1	D00.0	Carcinoma in situ: Lippe, Mundhöhle und Pharynx
ICD-O-3.2 2019	C12\.9	Sinus piriformis	8010-8576	/2	1	D00.0	Carcinoma in situ: Lippe, Mundhöhle und Pharynx
ICD-O-3.2 2019	C13\.0	Regio postcricoidea	8010-8576	/2	1	D00.0	Carcinoma in situ: Lippe, Mundhöhle und Pharynx
ICD-O-3.2 2019	C13\.1	Plica aryepiglottica, hypopharyngeale Seite	8010-8576	/2	1	D00.0	Carcinoma in situ: Lippe, Mundhöhle und Pharynx
ICD-O-3.2 2019	C13\.2	Hinterwand des Hypopharynx	8010-8576	/2	1	D00.0	Carcinoma in situ: Lippe, Mundhöhle und Pharynx
ICD-O-3.2 2019	C13\.8	Hypopharynx, mehrere Teilbereiche überlappend	8010-8576	/2	1	D00.0	Carcinoma in situ: Lippe, Mundhöhle und Pharynx
ICD-O-3.2 2019	C13\.9	Hypopharynx o.n.A.	8010-8576	/2	1	D00.0	Carcinoma in situ: Lippe, Mundhöhle und Pharynx
ICD-O-3.2 2019	C14\.0	Pharynx o.n.A.	8010-8576	/2	1	D00.0	Carcinoma in situ: Lippe, Mundhöhle und Pharynx
ICD-O-3.2 2019	C14\.2	Waldeyer-Ring	8010-8576	/2	1	D00.0	Carcinoma in situ: Lippe, Mundhöhle und Pharynx
ICD-O-3.2 2019	C14\.8	Lippe, Mundhöhle und Pharynx, mehrere Bereiche überlappend	8010-8576	/2	1	D00.0	Carcinoma in situ: Lippe, Mundhöhle und Pharynx
ICD-O-3.2 2019	C15\.0	Ösophagus, Pars cervicalis	8010-8576	/2	1	D00.1	Carcinoma in situ: Ösophagus
ICD-O-3.2 2019	C15\.1	Ösophagus, Pars thoracalis	8010-8576	/2	1	D00.1	Carcinoma in situ: Ösophagus
ICD-O-3.2 2019	C15\.2	Ösophagus, Pars abdominalis	8010-8576	/2	1	D00.1	Carcinoma in situ: Ösophagus
ICD-O-3.2 2019	C15\.3	Ösophagus, oberes Drittel	8010-8576	/2	1	D00.1	Carcinoma in situ: Ösophagus
ICD-O-3.2 2019	C15\.4	Ösophagus, mittleres Drittel	8010-8576	/2	1	D00.1	Carcinoma in situ: Ösophagus
ICD-O-3.2 2019	C15\.5	Ösophagus, unteres intrathorakales Drittel	8010-8576	/2	1	D00.1	Carcinoma in situ: Ösophagus
ICD-O-3.2 2019	C15\.8	Ösophagus, mehrere Teilbereiche überlappend	8010-8576	/2	1	D00.1	Carcinoma in situ: Ösophagus
ICD-O-3.2 2019	C15\.9	Ösophagus o.n.A.	8010-8576	/2	1	D00.1	Carcinoma in situ: Ösophagus
ICD-O-3.2 2019	C16\.0	Kardia o.n.A.	8010-8576	/2	1	D00.2	Carcinoma in situ: Magen
ICD-O-3.2 2019	C16\.1	Fundus ventriculi	8010-8576	/2	1	D00.2	Carcinoma in situ: Magen
ICD-O-3.2 2019	C16\.2	Corpus ventriculi	8010-8576	/2	1	D00.2	Carcinoma in situ: Magen
ICD-O-3.2 2019	C16\.3	Antrum ventriculi	8010-8576	/2	1	D00.2	Carcinoma in situ: Magen
ICD-O-3.2 2019	C16\.4	Pylorus	8010-8576	/2	1	D00.2	Carcinoma in situ: Magen
ICD-O-3.2 2019	C16\.5	Kleine Kurvatur o.n.A	8010-8576	/2	1	D00.2	Carcinoma in situ: Magen
ICD-O-3.2 2019	C16\.6	Große Kurvatur o.n.A	8010-8576	/2	1	D00.2	Carcinoma in situ: Magen
ICD-O-3.2 2019	C16\.8	Magen, mehrere Teilbereiche überlappend	8010-8576	/2	1	D00.2	Carcinoma in situ: Magen
ICD-O-3.2 2019	C16\.9	Magen o.n.A.	8010-8576	/2	1	D00.2	Carcinoma in situ: Magen
ICD-O-3.2 2019	C18\.0	Zökum	8010-8576	/2	1	D01.0	Carcinoma in situ: Kolon
ICD-O-3.2 2019	C18\.1	Appendix vermiformis	8010-8576	/2	1	D01.0	Carcinoma in situ: Kolon
ICD-O-3.2 2019	C18\.2	Colon ascendens	8010-8576	/2	1	D01.0	Carcinoma in situ: Kolon
ICD-O-3.2 2019	C18\.3	Flexura hepatica	8010-8576	/2	1	D01.0	Carcinoma in situ: Kolon
ICD-O-3.2 2019	C18\.4	Colon transversum	8010-8576	/2	1	D01.0	Carcinoma in situ: Kolon
ICD-O-3.2 2019	C18\.5	Flexura lienalis coli	8010-8576	/2	1	D01.0	Carcinoma in situ: Kolon
ICD-O-3.2 2019	C18\.6	Colon descendens	8010-8576	/2	1	D01.0	Carcinoma in situ: Kolon
ICD-O-3.2 2019	C18\.7	Colon sigmoideum	8010-8576	/2	1	D01.0	Carcinoma in situ: Kolon
ICD-O-3.2 2019	C18\.8	Kolon, mehrere Teilbereiche überlappend	8010-8576	/2	1	D01.0	Carcinoma in situ: Kolon
ICD-O-3.2 2019	C18\.9	Colon	8010-8576	/2	1	D01.0	Carcinoma in situ: Kolon
ICD-O-3.2 2019	C19\.9	Rektosigmoidaler Übergang	8010-8576	/2	1	D01.1	Carcinoma in situ: Rektosigmoid, Übergang
ICD-O-3.2 2019	C20\.9	Rektum o.n.A.	8010-8576	/2	1	D01.2	Carcinoma in situ: Rektum
ICD-O-3.2 2019	C21\.0	Anus o.n.A.	8010-8576	/2	1	D01.3	Carcinoma in situ: Analkanal und Anus
ICD-O-3.2 2019	C21\.1	Analkanal	8010-8576	/2	1	D01.3	Carcinoma in situ: Analkanal und Anus
ICD-O-3.2 2019	C21\.2	Kloakenregion	8010-8576	/2	1	D01.3	Carcinoma in situ: Analkanal und Anus
ICD-O-3.2 2019	C21\.8	Rektum, Anus und Analkanal, mehrere Bereiche überlappend	8010-8576	/2	1	D01.3	Carcinoma in situ: Analkanal und Anus
ICD-O-3.2 2019	C17\.0	Duodenum	8010-8576	/2	1	D01.4	Carcinoma in situ: Sonstige und nicht näher bezeichnete Teile des Darmes
ICD-O-3.2 2019	C17\.1	Jejunum	8010-8576	/2	1	D01.4	Carcinoma in situ: Sonstige und nicht näher bezeichnete Teile des Darmes
ICD-O-3.2 2019	C17\.2	Ileum	8010-8576	/2	1	D01.4	Carcinoma in situ: Sonstige und nicht näher bezeichnete Teile des Darmes
ICD-O-3.2 2019	C17\.3	Meckel-Divertikel	8010-8576	/2	1	D01.4	Carcinoma in situ: Sonstige und nicht näher bezeichnete Teile des Darmes
ICD-O-3.2 2019	C17\.8	Dünndarm, mehrere Teilbereiche überlappend	8010-8576	/2	1	D01.4	Carcinoma in situ: Sonstige und nicht näher bezeichnete Teile des Darmes
ICD-O-3.2 2019	C17\.9	Dünndarm o.n.A.	8010-8576	/2	1	D01.4	Carcinoma in situ: Sonstige und nicht näher bezeichnete Teile des Darmes
ICD-O-3.2 2019	C26\.0	Intestinaltrakt o.n.A.	8010-8576	/2	1	D01.4	Carcinoma in situ: Sonstige und nicht näher bezeichnete Teile des Darmes
ICD-O-3.2 2019	C22\.0	Leber	8010-8576	/2	1	D01.5	Carcinoma in situ: Leber, Gallenblase und Gallengänge
ICD-O-3.2 2019	C22\.1	Intrahepatische Gallengänge (8010-8575 inkl. NET/NEC ohne HCC))	8010-8576	/2	1	D01.5	Carcinoma in situ: Leber, Gallenblase und Gallengänge
ICD-O-3.2 2019	C23\.9	Gallenblase	8010-8576	/2	1	D01.5	Carcinoma in situ: Leber, Gallenblase und Gallengänge
ICD-O-3.2 2019	C24\.0	Extrahepatischer Gallengang	8010-8576	/2	1	D01.5	Carcinoma in situ: Leber, Gallenblase und Gallengänge
ICD-O-3.2 2019	C24\.1	Ampulla Vateri	8010-8576	/2	1	D01.5	Carcinoma in situ: Leber, Gallenblase und Gallengänge
ICD-O-3.2 2019	C24\.8	Gallenwege, mehrere Bereiche überlappend	8010-8576	/2	1	D01.5	Carcinoma in situ: Leber, Gallenblase und Gallengänge
ICD-O-3.2 2019	C24\.9	Gallenwege o.n.A.	8010-8576	/2	1	D01.5	Carcinoma in situ: Leber, Gallenblase und Gallengänge
ICD-O-3.2 2019	C25\.0	Pankreaskopf	8010-8576	/2	1	D01.7	Carcinoma in situ: Sonstige näher bezeichnete Verdauungsorgane
ICD-O-3.2 2019	C25\.1	Pankreaskörper	8010-8576	/2	1	D01.7	Carcinoma in situ: Sonstige näher bezeichnete Verdauungsorgane
ICD-O-3.2 2019	C25\.2	Pankreasschwanz	8010-8576	/2	1	D01.7	Carcinoma in situ: Sonstige näher bezeichnete Verdauungsorgane
ICD-O-3.2 2019	C25\.3	Ductus pancreaticus	8010-8576	/2	1	D01.7	Carcinoma in situ: Sonstige näher bezeichnete Verdauungsorgane
ICD-O-3.2 2019	C25\.4	Pankreas-Inselzellen (Histos: nur NET)	8010-8576	/2	1	D01.7	Carcinoma in situ: Sonstige näher bezeichnete Verdauungsorgane
ICD-O-3.2 2019	C25\.7	Sonstige näher bezeichnete Teile des Pankreas	8010-8576	/2	1	D01.7	Carcinoma in situ: Sonstige näher bezeichnete Verdauungsorgane
ICD-O-3.2 2019	C25\.8	Pankreas, mehrere Teilbereiche überlappend	8010-8576	/2	1	D01.7	Carcinoma in situ: Sonstige näher bezeichnete Verdauungsorgane
ICD-O-3.2 2019	C25\.9	Pankreas o.n.A.	8010-8576	/2	1	D01.7	Carcinoma in situ: Sonstige näher bezeichnete Verdauungsorgane
ICD-O-3.2 2019	C26\.8	Verdauungssystem, mehrere Bereiche überlappend	8010-8576	/2	1	D01.7	Carcinoma in situ: Sonstige näher bezeichnete Verdauungsorgane
ICD-O-3.2 2019	C42\.2	Milz	8010-8576	/2	1	D01.7	Carcinoma in situ: Sonstige näher bezeichnete Verdauungsorgane
ICD-O-3.2 2019	C26\.9	Gastrointestinaltrakt o.n.A.	8010-8576	/2	1	D01.9	Carcinoma in situ: Verdauungsorgan, nicht näher bezeichnet
ICD-O-3.2 2019	C32\.0	Glottis	8010-8576	/2	1	D02.0	Carcinoma in situ: Larynx
ICD-O-3.2 2019	C32\.1	Supraglottis	8010-8576	/2	1	D02.0	Carcinoma in situ: Larynx
ICD-O-3.2 2019	C32\.2	Subglottis	8010-8576	/2	1	D02.0	Carcinoma in situ: Larynx
ICD-O-3.2 2019	C32\.3	Larynxknorpel	8010-8576	/2	1	D02.0	Carcinoma in situ: Larynx
ICD-O-3.2 2019	C32\.8	Larynx, mehrere Teilbereiche überlappend	8010-8576	/2	1	D02.0	Carcinoma in situ: Larynx
ICD-O-3.2 2019	C32\.9	Kehlkopf o.n.A.	8010-8576	/2	1	D02.0	Carcinoma in situ: Larynx
ICD-O-3.2 2019	C33\.9	Trachea	8010-8576	/2	1	D02.1	Carcinoma in situ: Trachea
ICD-O-3.2 2019	C34\.0	Hauptbronchus	8010-8576	/2	1	D02.2	Carcinoma in situ: Bronchus und Lunge
ICD-O-3.2 2019	C34\.1	Lungenoberlappen	8010-8576	/2	1	D02.2	Carcinoma in situ: Bronchus und Lunge
ICD-O-3.2 2019	C34\.2	Lungenmittellappen	8010-8576	/2	1	D02.2	Carcinoma in situ: Bronchus und Lunge
ICD-O-3.2 2019	C34\.3	Lungenunterlappen	8010-8576	/2	1	D02.2	Carcinoma in situ: Bronchus und Lunge
ICD-O-3.2 2019	C34\.8	Lunge, mehrere Teilbereiche überlappend	8010-8576	/2	1	D02.2	Carcinoma in situ: Bronchus und Lunge
ICD-O-3.2 2019	C34\.9	Lunge o.n.A.	8010-8576	/2	1	D02.2	Carcinoma in situ: Bronchus und Lunge
ICD-O-3.2 2019	C30\.0	Nasenhöhle	8010-8576	/2	1	D02.3	Carcinoma in situ: Sonstige Teile des Atmungssystems
ICD-O-3.2 2019	C30\.1	Mittelohr	8010-8576	/2	1	D02.3	Carcinoma in situ: Sonstige Teile des Atmungssystems
ICD-O-3.2 2019	C31\.0	Sinus maxillaris	8010-8576	/2	1	D02.3	Carcinoma in situ: Sonstige Teile des Atmungssystems
ICD-O-3.2 2019	C31\.1	Sinus ethmoidalis	8010-8576	/2	1	D02.3	Carcinoma in situ: Sonstige Teile des Atmungssystems
ICD-O-3.2 2019	C31\.2	Sinus frontalis	8010-8576	/2	1	D02.3	Carcinoma in situ: Sonstige Teile des Atmungssystems
ICD-O-3.2 2019	C31\.3	Sinus sphenoidalis	8010-8576	/2	1	D02.3	Carcinoma in situ: Sonstige Teile des Atmungssystems
ICD-O-3.2 2019	C31\.8	Nasennebenhöhlen, mehrere Teilbereiche überlappend	8010-8576	/2	1	D02.3	Carcinoma in situ: Sonstige Teile des Atmungssystems
ICD-O-3.2 2019	C31\.9	Nasennebenhöhlen o.n.A.	8010-8576	/2	1	D02.3	Carcinoma in situ: Sonstige Teile des Atmungssystems
ICD-O-3.2 2019	C39\.0	Obere Atemwege o.n.A.	8010-8576	/2	1	D02.4	Carcinoma in situ: Atmungssystem, nicht näher bezeichnet
ICD-O-3.2 2019	C39\.8	Atemwege [Respirationstrakt] und intrathorakale Organe, mehrere Bereiche überlappend	8010-8576	/2	1	D02.4	Carcinoma in situ: Atmungssystem, nicht näher bezeichnet
ICD-O-3.2 2019	C39\.9	Mangelhaft bezeichneter Sitz innerhalb der Atmungsorgane	8010-8576	/2	1	D02.4	Carcinoma in situ: Atmungssystem, nicht näher bezeichnet
ICD-O-3.2 2019	C44\.0	Lippenhaut o.n.A.	8720-8790	/2	1	D03.0	Melanoma in situ der Lippe
ICD-O-3.2 2019	C44\.1	Augenlid	8720-8790	/2	1	D03.1	Melanoma in situ des Augenlides, einschließlich Kanthus
ICD-O-3.2 2019	C44\.2	Äußeres Ohr	8720-8790	/2	1	D03.2	Melanoma in situ des Ohres und des äußeren Gehörganges
ICD-O-3.2 2019	C44\.3	Haut sonstiger und nicht näher bezeichneter Teile des Gesichtes	8720-8790	/2	1	D03.3	Melanoma in situ sonstiger und nicht näher bezeichneter Teile des Gesichtes
ICD-O-3.2 2019	C44\.4	Behaarte Kopfhaut und Haut am Hals	8720-8790	/2	1	D03.4	Melanoma in situ der behaarten Kopfhaut und des Halses
ICD-O-3.2 2019	C44\.5	Haut am Stamm	8720-8790	/2	1	D03.5	Melanoma in situ des Rumpfes
ICD-O-3.2 2019	C44\.6	Haut der oberen Extremitäten und der Schulter	8720-8790	/2	1	D03.6	Melanoma in situ der oberen Extremität, einschließlich Schulter
ICD-O-3.2 2019	C44\.7	Haut der unteren Extremität und der Hüfte	8720-8790	/2	1	D03.7	Melanoma in situ der unteren Extremität, einschließlich Hüfte
ICD-O-3.2 2019	C00\.0	Äußere Oberlippe	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C00\.1	Äußere Unterlippe	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C00\.2	Äußere Lippe o.n.A.	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C00\.3	Schleimhaut der Oberlippe	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C00\.4	Schleimhaut der Unterlippe	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C00\.5	Lippenschleimhaut o.n.A.	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C00\.6	Lippenkommissur	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C00\.8	Lippe, mehrere Teilbereiche überlappend	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C00\.9	Lippe o.n.A.	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C01\.9	Zungengrund o.n.A.	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C02\.0	Dorsale Oberfläche der Zunge	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C02\.1	Zungenrand	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C02\.2	Ventrale Oberfläche der Zunge o.n.A.	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C02\.3	Vordere 2/3 der Zunge	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C02\.4	Zungentonsille	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C02\.8	Zunge, mehrere Bereiche überlappend	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C02\.9	Zunge o.n.A.	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C03\.0	Oberkieferzahnfleisch	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C03\.1	Unterkieferzahnfleisch	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C03\.9	Zahnfleisch o.n.A.	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C04\.0	Vorderer Teil des Mundbodens	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C04\.1	Seitlicher Teil des Mundbodens	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C04\.8	Mundboden, mehrere Teilbereiche überlappend	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C04\.9	Mundboden o.n.A.	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C05\.0	Harter Gaumen	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C05\.1	Weicher Gaumen o.n.A.	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C05\.2	Uvula	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C05\.8	Gaumen, mehrere Teilbereiche überlappend	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C05\.9	Gaumen o.n.A.	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C06\.0	Wangenschleimhaut	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C06\.1	Vestibulum oris	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C06\.2	Retromolarregion	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C06\.8	Sonstige und nicht näher bezeichnete Teile des Mundes, mehrere Teilbereiche überlappend	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C06\.9	Mund o.n.A.	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C07\.9	Parotis	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C08\.0	Glandula submandibularis	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C08\.1	Glandula sublingualis	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C08\.8	Große Speicheldrüsen, mehrere Bereiche überlappend	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C08\.9	Große Speicheldrüsen o.n.A.	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C09\.0	Fossa tonsillaris	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C09\.1	Gaumenbogen	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C09\.8	Tonsille, mehrere Teilbereiche überlappend	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C09\.9	Tonsille o.n.A.	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C10\.0	Vallecula epiglottica	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C10\.1	Vorderfläche der Epiglottis	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C10\.2	Seitenwand des Oropharynx	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C10\.3	Hinterwand des Oropharynx	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C10\.4	Kiemengang	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C10\.8	Oropharynx, mehrere Teilbereiche überlappend	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C10\.9	Oropharynx o.n.A.	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C11\.0	Obere Wand des Nasopharynx	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C11\.1	Hinterwand des Nasopharynx	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C11\.2	Seitenwand des Nasopharynx	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C11\.3	Vorderwand des Nasopharynx	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C11\.8	Nasopharynx, mehrere Teilbereiche überlappend	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C11\.9	Nasopharynx o.n.A.	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C12\.9	Sinus piriformis	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C13\.0	Regio postcricoidea	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C13\.1	Plica aryepiglottica, hypopharyngeale Seite	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C13\.2	Hinterwand des Hypopharynx	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C13\.8	Hypopharynx, mehrere Teilbereiche überlappend	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C13\.9	Hypopharynx o.n.A.	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C14\.0	Pharynx o.n.A.	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C14\.2	Waldeyer-Ring	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C14\.8	Lippe, Mundhöhle und Pharynx, mehrere Bereiche überlappend	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C15\.0	Ösophagus, Pars cervicalis	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C15\.1	Ösophagus, Pars thoracalis	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C15\.2	Ösophagus, Pars abdominalis	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C15\.3	Ösophagus, oberes Drittel	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C15\.4	Ösophagus, mittleres Drittel	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C15\.5	Ösophagus, unteres intrathorakales Drittel	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C15\.8	Ösophagus, mehrere Teilbereiche überlappend	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C15\.9	Ösophagus o.n.A.	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C16\.0	Kardia o.n.A.	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C16\.1	Fundus ventriculi	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C16\.2	Corpus ventriculi	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C16\.3	Antrum ventriculi	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C16\.4	Pylorus	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C16\.5	Kleine Kurvatur o.n.A	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C16\.6	Große Kurvatur o.n.A	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C16\.8	Magen, mehrere Teilbereiche überlappend	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C16\.9	Magen o.n.A.	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C17\.0	Duodenum	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
ICD-O-3.2 2019	C17\.1	Jejunum	8720-8790	/2	1	D03.8	Melanoma in situ an sonstigen Lokalisationen
